273601;R;R-Peaks             
274521;R;R-Peaks             
275447;R;R-Peaks             
276358;R;R-Peaks             
277242;R;R-Peaks             
278154;R;R-Peaks             
279084;R;R-Peaks             
279996;R;R-Peaks             
280928;R;R-Peaks             
281841;R;R-Peaks             
282698;R;R-Peaks             
283506;R;R-Peaks             
284304;R;R-Peaks             
285117;R;R-Peaks             
285952;R;R-Peaks             
286838;R;R-Peaks             
287793;R;R-Peaks             
288710;R;R-Peaks             
289604;R;R-Peaks             
290520;R;R-Peaks             
291420;R;R-Peaks             
292300;R;R-Peaks             
293226;R;R-Peaks             
294190;R;R-Peaks             
295124;R;R-Peaks             
296096;R;R-Peaks             
297078;R;R-Peaks             
298012;R;R-Peaks             
298951;R;R-Peaks             
299887;R;R-Peaks             
300804;R;R-Peaks             
301662;R;R-Peaks             
302513;R;R-Peaks             
303391;R;R-Peaks             
304280;R;R-Peaks             
305193;R;R-Peaks             
306159;R;R-Peaks             
307107;R;R-Peaks             
308020;R;R-Peaks             
308966;R;R-Peaks             
309934;R;R-Peaks             
310892;R;R-Peaks             
311815;R;R-Peaks             
312728;R;R-Peaks             
313573;R;R-Peaks             
314385;R;R-Peaks             
315173;R;R-Peaks             
315949;R;R-Peaks             
316732;R;R-Peaks             
317544;R;R-Peaks             
318419;R;R-Peaks             
319288;R;R-Peaks             
320145;R;R-Peaks             
321021;R;R-Peaks             
321885;R;R-Peaks             
322754;R;R-Peaks             
323626;R;R-Peaks             
324157;R;R-Peaks             
325439;R;R-Peaks             
326288;R;R-Peaks             
327129;R;R-Peaks             
327958;R;R-Peaks             
328771;R;R-Peaks             
329567;R;R-Peaks             
330463;R;R-Peaks             
331597;R;R-Peaks             
332649;R;R-Peaks             
333608;R;R-Peaks             
334509;R;R-Peaks             
335394;R;R-Peaks             
336280;R;R-Peaks             
337124;R;R-Peaks             
337965;R;R-Peaks             
338799;R;R-Peaks             
339627;R;R-Peaks             
340459;R;R-Peaks             
341322;R;R-Peaks             
342210;R;R-Peaks             
343157;R;R-Peaks             
344058;R;R-Peaks             
344948;R;R-Peaks             
345861;R;R-Peaks             
346806;R;R-Peaks             
347777;R;R-Peaks             
348751;R;R-Peaks             
349755;R;R-Peaks             
350765;R;R-Peaks             
351769;R;R-Peaks             
352720;R;R-Peaks             
353655;R;R-Peaks             
354596;R;R-Peaks             
355520;R;R-Peaks             
356426;R;R-Peaks             
357330;R;R-Peaks             
358256;R;R-Peaks             
359184;R;R-Peaks             
360096;R;R-Peaks             
360977;R;R-Peaks             
361861;R;R-Peaks             
362732;R;R-Peaks             
363591;R;R-Peaks             
364427;R;R-Peaks             
365212;R;R-Peaks             
366006;R;R-Peaks             
366818;R;R-Peaks             
367656;R;R-Peaks             
368509;R;R-Peaks             
369395;R;R-Peaks             
370319;R;R-Peaks             
371230;R;R-Peaks             
372127;R;R-Peaks             
373069;R;R-Peaks             
374028;R;R-Peaks             
374949;R;R-Peaks             
375887;R;R-Peaks             
376831;R;R-Peaks             
377769;R;R-Peaks             
378672;R;R-Peaks             
379583;R;R-Peaks             
380494;R;R-Peaks             
381405;R;R-Peaks             
382248;R;R-Peaks             
383083;R;R-Peaks             
383919;R;R-Peaks             
384788;R;R-Peaks             
385687;R;R-Peaks             
386649;R;R-Peaks             
387636;R;R-Peaks             
388580;R;R-Peaks             
389498;R;R-Peaks             
390367;R;R-Peaks             
391201;R;R-Peaks             
392078;R;R-Peaks             
392933;R;R-Peaks             
393739;R;R-Peaks             
394582;R;R-Peaks             
395382;R;R-Peaks             
396208;R;R-Peaks             
396995;R;R-Peaks             
397842;R;R-Peaks             
398712;R;R-Peaks             
399578;R;R-Peaks             
400458;R;R-Peaks             
401376;R;R-Peaks             
402284;R;R-Peaks             
403097;R;R-Peaks             
403906;R;R-Peaks             
404786;R;R-Peaks             
405690;R;R-Peaks             
406591;R;R-Peaks             
407486;R;R-Peaks             
408393;R;R-Peaks             
409319;R;R-Peaks             
410248;R;R-Peaks             
411170;R;R-Peaks             
412113;R;R-Peaks             
413050;R;R-Peaks             
413976;R;R-Peaks             
414923;R;R-Peaks             
415882;R;R-Peaks             
416819;R;R-Peaks             
417757;R;R-Peaks             
418726;R;R-Peaks             
419681;R;R-Peaks             
420602;R;R-Peaks             
421530;R;R-Peaks             
422482;R;R-Peaks             
423430;R;R-Peaks             
424350;R;R-Peaks             
425286;R;R-Peaks             
426237;R;R-Peaks             
427203;R;R-Peaks             
428143;R;R-Peaks             
429067;R;R-Peaks             
429988;R;R-Peaks             
430870;R;R-Peaks             
431782;R;R-Peaks             
432692;R;R-Peaks             
433595;R;R-Peaks             
434549;R;R-Peaks             
435521;R;R-Peaks             
436465;R;R-Peaks             
437381;R;R-Peaks             
438317;R;R-Peaks             
439262;R;R-Peaks             
440205;R;R-Peaks             
441121;R;R-Peaks             
442058;R;R-Peaks             
443026;R;R-Peaks             
443985;R;R-Peaks             
444915;R;R-Peaks             
445878;R;R-Peaks             
446846;R;R-Peaks             
447785;R;R-Peaks             
448695;R;R-Peaks             
449620;R;R-Peaks             
450521;R;R-Peaks             
451382;R;R-Peaks             
452208;R;R-Peaks             
453069;R;R-Peaks             
453941;R;R-Peaks             
454814;R;R-Peaks             
455704;R;R-Peaks             
456646;R;R-Peaks             
457570;R;R-Peaks             
458455;R;R-Peaks             
459365;R;R-Peaks             
460310;R;R-Peaks             
461263;R;R-Peaks             
462191;R;R-Peaks             
463131;R;R-Peaks             
464118;R;R-Peaks             
465145;R;R-Peaks             
466121;R;R-Peaks             
467100;R;R-Peaks             
468124;R;R-Peaks             
469145;R;R-Peaks             
470113;R;R-Peaks             
471089;R;R-Peaks             
472070;R;R-Peaks             
473040;R;R-Peaks             
474011;R;R-Peaks             
475021;R;R-Peaks             
476003;R;R-Peaks             
476899;R;R-Peaks             
477773;R;R-Peaks             
478652;R;R-Peaks             
479546;R;R-Peaks             
480442;R;R-Peaks             
481334;R;R-Peaks             
482277;R;R-Peaks             
483236;R;R-Peaks             
484175;R;R-Peaks             
485066;R;R-Peaks             
485958;R;R-Peaks             
486815;R;R-Peaks             
487635;R;R-Peaks             
488447;R;R-Peaks             
489247;R;R-Peaks             
490074;R;R-Peaks             
490907;R;R-Peaks             
491704;R;R-Peaks             
492474;R;R-Peaks             
493314;R;R-Peaks             
494251;R;R-Peaks             
495212;R;R-Peaks             
496153;R;R-Peaks             
497132;R;R-Peaks             
498120;R;R-Peaks             
499105;R;R-Peaks             
500055;R;R-Peaks             
500987;R;R-Peaks             
501947;R;R-Peaks             
502921;R;R-Peaks             
503852;R;R-Peaks             
504769;R;R-Peaks             
505728;R;R-Peaks             
506695;R;R-Peaks             
507626;R;R-Peaks             
508587;R;R-Peaks             
509563;R;R-Peaks             
510488;R;R-Peaks             
511409;R;R-Peaks             
512338;R;R-Peaks             
513263;R;R-Peaks             
514244;R;R-Peaks             
515236;R;R-Peaks             
516193;R;R-Peaks             
517192;R;R-Peaks             
518220;R;R-Peaks             
519209;R;R-Peaks             
520161;R;R-Peaks             
521156;R;R-Peaks             
522170;R;R-Peaks             
523132;R;R-Peaks             
524090;R;R-Peaks             
525074;R;R-Peaks             
526067;R;R-Peaks             
527043;R;R-Peaks             
528047;R;R-Peaks             
529054;R;R-Peaks             
530074;R;R-Peaks             
531050;R;R-Peaks             
532029;R;R-Peaks             
532977;R;R-Peaks             
533910;R;R-Peaks             
534807;R;R-Peaks             
535710;R;R-Peaks             
536650;R;R-Peaks             
537631;R;R-Peaks             
538607;R;R-Peaks             
539629;R;R-Peaks             
540667;R;R-Peaks             
541670;R;R-Peaks             
542643;R;R-Peaks             
543631;R;R-Peaks             
544621;R;R-Peaks             
545572;R;R-Peaks             
546533;R;R-Peaks             
547523;R;R-Peaks             
548513;R;R-Peaks             
549474;R;R-Peaks             
550448;R;R-Peaks             
551459;R;R-Peaks             
552473;R;R-Peaks             
553434;R;R-Peaks             
554382;R;R-Peaks             
555375;R;R-Peaks             
556374;R;R-Peaks             
557325;R;R-Peaks             
558293;R;R-Peaks             
559274;R;R-Peaks             
560218;R;R-Peaks             
561186;R;R-Peaks             
562187;R;R-Peaks             
563160;R;R-Peaks             
564105;R;R-Peaks             
565074;R;R-Peaks             
566055;R;R-Peaks             
566997;R;R-Peaks             
567927;R;R-Peaks             
568877;R;R-Peaks             
569830;R;R-Peaks             
570748;R;R-Peaks             
571674;R;R-Peaks             
572635;R;R-Peaks             
573627;R;R-Peaks             
574569;R;R-Peaks             
575525;R;R-Peaks             
576515;R;R-Peaks             
577509;R;R-Peaks             
578459;R;R-Peaks             
579382;R;R-Peaks             
580282;R;R-Peaks             
581168;R;R-Peaks             
582062;R;R-Peaks             
583029;R;R-Peaks             
584045;R;R-Peaks             
585037;R;R-Peaks             
585999;R;R-Peaks             
586975;R;R-Peaks             
587973;R;R-Peaks             
588983;R;R-Peaks             
589952;R;R-Peaks             
590919;R;R-Peaks             
591889;R;R-Peaks             
592847;R;R-Peaks             
593804;R;R-Peaks             
594785;R;R-Peaks             
595786;R;R-Peaks             
596794;R;R-Peaks             
597773;R;R-Peaks             
598783;R;R-Peaks             
599800;R;R-Peaks             
600761;R;R-Peaks             
601702;R;R-Peaks             
602669;R;R-Peaks             
603644;R;R-Peaks             
604614;R;R-Peaks             
605551;R;R-Peaks             
606528;R;R-Peaks             
607503;R;R-Peaks             
608446;R;R-Peaks             
609383;R;R-Peaks             
610338;R;R-Peaks             
611293;R;R-Peaks             
612215;R;R-Peaks             
613128;R;R-Peaks             
614057;R;R-Peaks             
614990;R;R-Peaks             
615873;R;R-Peaks             
616765;R;R-Peaks             
617680;R;R-Peaks             
618569;R;R-Peaks             
619487;R;R-Peaks             
620421;R;R-Peaks             
621295;R;R-Peaks             
622153;R;R-Peaks             
623006;R;R-Peaks             
623801;R;R-Peaks             
624599;R;R-Peaks             
625378;R;R-Peaks             
626151;R;R-Peaks             
626930;R;R-Peaks             
627712;R;R-Peaks             
628517;R;R-Peaks             
629370;R;R-Peaks             
630239;R;R-Peaks             
631163;R;R-Peaks             
632124;R;R-Peaks             
633101;R;R-Peaks             
634074;R;R-Peaks             
635040;R;R-Peaks             
636010;R;R-Peaks             
636952;R;R-Peaks             
637871;R;R-Peaks             
638783;R;R-Peaks             
639709;R;R-Peaks             
640665;R;R-Peaks             
641640;R;R-Peaks             
642588;R;R-Peaks             
643520;R;R-Peaks             
644466;R;R-Peaks             
645408;R;R-Peaks             
646315;R;R-Peaks             
647240;R;R-Peaks             
648141;R;R-Peaks             
649007;R;R-Peaks             
649855;R;R-Peaks             
650699;R;R-Peaks             
651545;R;R-Peaks             
652414;R;R-Peaks             
653323;R;R-Peaks             
654210;R;R-Peaks             
655089;R;R-Peaks             
655990;R;R-Peaks             
656900;R;R-Peaks             
657802;R;R-Peaks             
658738;R;R-Peaks             
659688;R;R-Peaks             
660617;R;R-Peaks             
661521;R;R-Peaks             
662428;R;R-Peaks             
663325;R;R-Peaks             
664228;R;R-Peaks             
665147;R;R-Peaks             
666092;R;R-Peaks             
667014;R;R-Peaks             
667878;R;R-Peaks             
668728;R;R-Peaks             
669576;R;R-Peaks             
670390;R;R-Peaks             
671213;R;R-Peaks             
672068;R;R-Peaks             
672949;R;R-Peaks             
673911;R;R-Peaks             
674912;R;R-Peaks             
675919;R;R-Peaks             
676866;R;R-Peaks             
677830;R;R-Peaks             
678794;R;R-Peaks             
679760;R;R-Peaks             
680723;R;R-Peaks             
681661;R;R-Peaks             
682598;R;R-Peaks             
683507;R;R-Peaks             
684392;R;R-Peaks             
685235;R;R-Peaks             
686056;R;R-Peaks             
686933;R;R-Peaks             
687852;R;R-Peaks             
688772;R;R-Peaks             
689706;R;R-Peaks             
690661;R;R-Peaks             
691613;R;R-Peaks             
692550;R;R-Peaks             
693499;R;R-Peaks             
694453;R;R-Peaks             
695375;R;R-Peaks             
696278;R;R-Peaks             
697206;R;R-Peaks             
698160;R;R-Peaks             
699118;R;R-Peaks             
700047;R;R-Peaks             
700989;R;R-Peaks             
701948;R;R-Peaks             
702883;R;R-Peaks             
703786;R;R-Peaks             
704719;R;R-Peaks             
705663;R;R-Peaks             
706638;R;R-Peaks             
707579;R;R-Peaks             
708513;R;R-Peaks             
709466;R;R-Peaks             
710422;R;R-Peaks             
711372;R;R-Peaks             
712316;R;R-Peaks             
713279;R;R-Peaks             
714220;R;R-Peaks             
715190;R;R-Peaks             
716166;R;R-Peaks             
717105;R;R-Peaks             
718071;R;R-Peaks             
719065;R;R-Peaks             
720066;R;R-Peaks             
721032;R;R-Peaks             
721985;R;R-Peaks             
722958;R;R-Peaks             
723928;R;R-Peaks             
724868;R;R-Peaks             
725804;R;R-Peaks             
726750;R;R-Peaks             
727713;R;R-Peaks             
728645;R;R-Peaks             
729580;R;R-Peaks             
730498;R;R-Peaks             
731430;R;R-Peaks             
732369;R;R-Peaks             
733280;R;R-Peaks             
734225;R;R-Peaks             
735179;R;R-Peaks             
736084;R;R-Peaks             
736937;R;R-Peaks             
737811;R;R-Peaks             
738689;R;R-Peaks             
739550;R;R-Peaks             
740394;R;R-Peaks             
741231;R;R-Peaks             
742076;R;R-Peaks             
742924;R;R-Peaks             
743789;R;R-Peaks             
744705;R;R-Peaks             
745684;R;R-Peaks             
746690;R;R-Peaks             
747667;R;R-Peaks             
748678;R;R-Peaks             
749687;R;R-Peaks             
750681;R;R-Peaks             
751633;R;R-Peaks             
752615;R;R-Peaks             
753599;R;R-Peaks             
754579;R;R-Peaks             
755531;R;R-Peaks             
756482;R;R-Peaks             
757407;R;R-Peaks             
758307;R;R-Peaks             
759187;R;R-Peaks             
760093;R;R-Peaks             
761015;R;R-Peaks             
761921;R;R-Peaks             
762821;R;R-Peaks             
763720;R;R-Peaks             
764591;R;R-Peaks             
765450;R;R-Peaks             
766334;R;R-Peaks             
767246;R;R-Peaks             
768138;R;R-Peaks             
769057;R;R-Peaks             
770005;R;R-Peaks             
770968;R;R-Peaks             
771909;R;R-Peaks             
772848;R;R-Peaks             
773750;R;R-Peaks             
774657;R;R-Peaks             
775572;R;R-Peaks             
776488;R;R-Peaks             
777440;R;R-Peaks             
778369;R;R-Peaks             
779293;R;R-Peaks             
780261;R;R-Peaks             
781242;R;R-Peaks             
782207;R;R-Peaks             
783160;R;R-Peaks             
784144;R;R-Peaks             
785153;R;R-Peaks             
786174;R;R-Peaks             
787097;R;R-Peaks             
788004;R;R-Peaks             
788930;R;R-Peaks             
789841;R;R-Peaks             
790754;R;R-Peaks             
791684;R;R-Peaks             
792633;R;R-Peaks             
793549;R;R-Peaks             
794450;R;R-Peaks             
795337;R;R-Peaks             
796198;R;R-Peaks             
797057;R;R-Peaks             
797943;R;R-Peaks             
798830;R;R-Peaks             
799741;R;R-Peaks             
800650;R;R-Peaks             
801537;R;R-Peaks             
802433;R;R-Peaks             
803337;R;R-Peaks             
804254;R;R-Peaks             
805145;R;R-Peaks             
806058;R;R-Peaks             
806979;R;R-Peaks             
807891;R;R-Peaks             
808811;R;R-Peaks             
809743;R;R-Peaks             
810651;R;R-Peaks             
811570;R;R-Peaks             
812497;R;R-Peaks             
813443;R;R-Peaks             
814359;R;R-Peaks             
815272;R;R-Peaks             
816210;R;R-Peaks             
817163;R;R-Peaks             
818094;R;R-Peaks             
819028;R;R-Peaks             
819965;R;R-Peaks             
820890;R;R-Peaks             
821822;R;R-Peaks             
822752;R;R-Peaks             
823692;R;R-Peaks             
824650;R;R-Peaks             
825594;R;R-Peaks             
826518;R;R-Peaks             
827448;R;R-Peaks             
828409;R;R-Peaks             
829384;R;R-Peaks             
830319;R;R-Peaks             
831203;R;R-Peaks             
832073;R;R-Peaks             
832938;R;R-Peaks             
833807;R;R-Peaks             
834639;R;R-Peaks             
835481;R;R-Peaks             
836329;R;R-Peaks             
837196;R;R-Peaks             
838043;R;R-Peaks             
838853;R;R-Peaks             
839670;R;R-Peaks             
840466;R;R-Peaks             
841238;R;R-Peaks             
842036;R;R-Peaks             
842893;R;R-Peaks             
843795;R;R-Peaks             
844721;R;R-Peaks             
845653;R;R-Peaks             
846550;R;R-Peaks             
847455;R;R-Peaks             
848371;R;R-Peaks             
849297;R;R-Peaks             
850209;R;R-Peaks             
851125;R;R-Peaks             
852045;R;R-Peaks             
852960;R;R-Peaks             
853846;R;R-Peaks             
854743;R;R-Peaks             
855661;R;R-Peaks             
856576;R;R-Peaks             
857488;R;R-Peaks             
858417;R;R-Peaks             
859344;R;R-Peaks             
860261;R;R-Peaks             
861139;R;R-Peaks             
862000;R;R-Peaks             
862877;R;R-Peaks             
863783;R;R-Peaks             
864678;R;R-Peaks             
865578;R;R-Peaks             
866493;R;R-Peaks             
867422;R;R-Peaks             
868332;R;R-Peaks             
869258;R;R-Peaks             
870207;R;R-Peaks             
871154;R;R-Peaks             
872109;R;R-Peaks             
873037;R;R-Peaks             
874005;R;R-Peaks             
874984;R;R-Peaks             
875948;R;R-Peaks             
876884;R;R-Peaks             
877836;R;R-Peaks             
878804;R;R-Peaks             
879779;R;R-Peaks             
880716;R;R-Peaks             
881637;R;R-Peaks             
882572;R;R-Peaks             
883504;R;R-Peaks             
884402;R;R-Peaks             
885300;R;R-Peaks             
886212;R;R-Peaks             
887114;R;R-Peaks             
888003;R;R-Peaks             
888919;R;R-Peaks             
889857;R;R-Peaks             
890823;R;R-Peaks             
891750;R;R-Peaks             
892692;R;R-Peaks             
893649;R;R-Peaks             
894619;R;R-Peaks             
895544;R;R-Peaks             
896488;R;R-Peaks             
897461;R;R-Peaks             
898428;R;R-Peaks             
899367;R;R-Peaks             
900324;R;R-Peaks             
901318;R;R-Peaks             
902302;R;R-Peaks             
903237;R;R-Peaks             
904181;R;R-Peaks             
905142;R;R-Peaks             
906085;R;R-Peaks             
907011;R;R-Peaks             
907953;R;R-Peaks             
908912;R;R-Peaks             
909813;R;R-Peaks             
910689;R;R-Peaks             
911553;R;R-Peaks             
912365;R;R-Peaks             
913175;R;R-Peaks             
914013;R;R-Peaks             
914882;R;R-Peaks             
915815;R;R-Peaks             
916744;R;R-Peaks             
917696;R;R-Peaks             
918583;R;R-Peaks             
919435;R;R-Peaks             
920280;R;R-Peaks             
921112;R;R-Peaks             
921945;R;R-Peaks             
922764;R;R-Peaks             
923584;R;R-Peaks             
924390;R;R-Peaks             
925221;R;R-Peaks             
926073;R;R-Peaks             
926939;R;R-Peaks             
927870;R;R-Peaks             
928803;R;R-Peaks             
929771;R;R-Peaks             
930746;R;R-Peaks             
931702;R;R-Peaks             
932634;R;R-Peaks             
933601;R;R-Peaks             
934541;R;R-Peaks             
935479;R;R-Peaks             
936446;R;R-Peaks             
937387;R;R-Peaks             
938344;R;R-Peaks             
939280;R;R-Peaks             
940138;R;R-Peaks             
941034;R;R-Peaks             
941942;R;R-Peaks             
942881;R;R-Peaks             
943823;R;R-Peaks             
944790;R;R-Peaks             
945773;R;R-Peaks             
946734;R;R-Peaks             
947694;R;R-Peaks             
948678;R;R-Peaks             
949655;R;R-Peaks             
950592;R;R-Peaks             
951538;R;R-Peaks             
952457;R;R-Peaks             
953314;R;R-Peaks             
954208;R;R-Peaks             
955109;R;R-Peaks             
956077;R;R-Peaks             
957005;R;R-Peaks             
957933;R;R-Peaks             
958818;R;R-Peaks             
959692;R;R-Peaks             
960584;R;R-Peaks             
961501;R;R-Peaks             
962441;R;R-Peaks             
963364;R;R-Peaks             
964300;R;R-Peaks             
965249;R;R-Peaks             
966193;R;R-Peaks             
967126;R;R-Peaks             
968096;R;R-Peaks             
969066;R;R-Peaks             
969993;R;R-Peaks             
970897;R;R-Peaks             
971764;R;R-Peaks             
972574;R;R-Peaks             
973378;R;R-Peaks             
974241;R;R-Peaks             
975114;R;R-Peaks             
976051;R;R-Peaks             
977023;R;R-Peaks             
977949;R;R-Peaks             
978886;R;R-Peaks             
979835;R;R-Peaks             
